Intercept,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28
7.537992122015525,-0.6711691979444855,0.32504117331541416,-0.8357204896804384,6.457643997647671,1.0148463695308134,-1.2841274369224793,-0.6945608763340699,-5.01367373701127,-0.7730813600454943,-4.1799942358191995,1.631065321325387,-1.5043381603975714,0.144037997676293,-2.444550059713773,-0.5476843907482286,0.1260394092234472,-2.0834420001679503,-1.2464076686809618,1.6709015083593732,-1.692587854864617,3.223568531407382,-0.17117120105742828,-0.6208188566456561,-0.39742742325040825,1.1314861287292235,0.4159837532854898,-1.9477736512698411,0.9607974263774008
8.422003471060886,-1.4140394990076537,0.12425993551034391,-1.7236486188252464,6.568223497937824,-0.15448977477917725,-0.32370971443362545,-1.6412719898481054,-4.230287005992073,-0.3072506765420481,-3.893205819061657,1.3306547514628904,-1.8603210699749646,-0.13694388821555867,-2.7407939128952554,-1.1415475173982768,0.2264653261370817,-0.7129441897973616,-1.9691763086222598,0.34201616028650333,-0.346736727576526,2.5184229759158283,0.5689072236244991,-0.36398341583288985,0.16388726362995953,-1.2160554036074034,0.18600017822799564,-1.0543246584338284,1.2235386725929216
7.293388722267962,-0.2305986201709188,1.6239530424881052,-1.4211918247643263,6.052861846106786,0.2763723292424498,-0.47986385529368386,-1.7944485879641572,-4.2641911539724875,-0.41773838889177983,-3.2179271698022194,2.66272136838551,-1.4444354691028278,-0.1684554802029938,-1.117671646561739,-0.2913983897969023,0.2293782254873066,-1.0171016427393378,-1.6201633582210198,1.5378719528080478,-0.8698674727313275,1.9937701594577215,-0.2889865558234833,-1.7480304978257764,0.341621779911393,0.6090381305262859,0.11235563931763216,-1.8488404485249075,1.1463041139567707
7.612884498069286,-1.283241158753332,-0.34253789476864344,-1.0420628802122356,5.971298809878342,0.9697228987863759,-0.3558753287698179,-0.2872106955773374,-2.368671008944569,0.18680636132556427,-3.210568986853208,0.9593502453880405,-2.4808352878006743,-0.09812661769727153,-3.5969706715114644,-0.5379885344279847,-0.04162204397510877,-1.0121520760169302,-1.9444834104450346,0.39661626575589526,0.21258705707940662,1.8777085898404504,0.6956082761256905,0.32754039551134667,-0.12040727728589232,-0.8491595475092101,0.4206517453358184,0.12203477273190509,1.3244289415702242
6.573317655627173,-0.005566889255300793,-0.5728863342599823,-0.4624190843208885,6.335358360204412,0.8247852902600894,-0.9911911964546007,-0.7851187295443623,-2.066471886752812,0.22260738191828688,-3.547060734435095,2.7975027409927806,-1.8772558082302497,0.5649702765049569,-2.4163631280255182,-0.16003363165107967,0.929741677755533,-2.319961428217953,-0.8446708406582328,1.3372392484475852,-2.1123761594259474,2.3665754010546323,1.1415018282021479,-0.967326960795875,0.20494464796102535,1.073309063506076,-0.029926679427249275,-0.9764941998938814,1.7564547661169372
8.046618977319701,-0.37007481591748714,-0.4397770434405373,-0.5340472379876409,6.817051246918264,0.7704509635518347,-1.154983168471962,1.0563245434730353,-2.1359350054609627,-0.2569395074936498,-4.657519033138683,1.149598063364026,-2.7048320233183594,-0.4498145619989739,-3.5283497882204036,-0.8539718942573158,-0.5415226910508085,-2.322989757138731,-1.420198213086001,0.6678579188897893,0.35281669263986004,1.6562487437512543,-0.006190126796510792,-0.3325641083452905,-0.22255512579707118,-0.9286431130657411,-0.14908876302899576,-1.0025994081886263,0.6525456916563762
6.280484542334767,-0.12123301165689342,0.6507579860828573,-0.786273527189915,6.250871630895885,1.1519351193133966,-0.6117805371510454,0.21215983796992754,-3.089117210558267,0.1786042201601288,-1.8245397132127186,2.6752546831982427,-1.8359145229226543,0.5653066678853587,-2.2216151067089407,-0.4717085246661551,-0.1571669940100287,-1.4527771890202512,-1.4542995977216508,1.3202336590831139,-1.014185469445673,1.743388514041471,1.3975260244401209,-0.8424646516451404,0.25771698065785104,1.2558958572801222,0.26214560234807116,1.2782053308295942,0.9272282212952959
6.280484542334767,-0.12123301165689342,0.6507579860828573,-0.786273527189915,6.250871630895885,1.1519351193133966,-0.6117805371510454,0.21215983796992754,-3.089117210558267,0.1786042201601288,-1.8245397132127186,2.6752546831982427,-1.8359145229226543,0.5653066678853587,-2.2216151067089407,-0.4717085246661551,-0.1571669940100287,-1.4527771890202512,-1.4542995977216508,1.3202336590831139,-1.014185469445673,1.743388514041471,1.3975260244401209,-0.8424646516451404,0.25771698065785104,1.2558958572801222,0.26214560234807116,1.2782053308295942,0.9272282212952959
6.280484542334767,-0.12123301165689342,0.6507579860828573,-0.786273527189915,6.250871630895885,1.1519351193133966,-0.6117805371510454,0.21215983796992754,-3.089117210558267,0.1786042201601288,-1.8245397132127186,2.6752546831982427,-1.8359145229226543,0.5653066678853587,-2.2216151067089407,-0.4717085246661551,-0.1571669940100287,-1.4527771890202512,-1.4542995977216508,1.3202336590831139,-1.014185469445673,1.743388514041471,1.3975260244401209,-0.8424646516451404,0.25771698065785104,1.2558958572801222,0.26214560234807116,1.2782053308295942,0.9272282212952959
8.337922506781165,-0.6692095590892893,0.29857226810799303,-0.762849493469914,7.168858028955964,0.7477960282677948,-1.4221081093130694,0.4546181104840792,-1.668561892821414,0.22315122398269666,-1.8434461730265688,2.4594757664823836,-2.565642778050175,-0.5715885485665673,-3.2369113785164387,-1.3549194629036982,-0.4668739143381002,-2.121845387494114,-1.7872513954405076,0.7324552900892737,0.3093993090443754,1.6049356738877816,-0.5474307886538394,0.614817420814916,-0.6010497859327231,-0.033105749591989614,-0.0801791480120864,0.4357587384151441,1.1286307222659355
