Intercept,Pregnancies,Glucose,BloodPressure,SkinThickness,Insulin,BMI,DiabetesPedigreeFunction,Age
-0.7771823969416056,0.367445349261299,1.0107710066038718,-0.0534919980405612,0.09111951438285076,0.013494824174719033,0.6421816344837135,0.21129141087253922,0.18499269311132935
-0.7771823969416056,0.367445349261299,1.0107710066038718,-0.0534919980405612,0.09111951438285076,0.013494824174719033,0.6421816344837135,0.21129141087253922,0.18499269311132935
-0.7771823969416056,0.367445349261299,1.0107710066038718,-0.0534919980405612,0.09111951438285076,0.013494824174719033,0.6421816344837135,0.21129141087253922,0.18499269311132935
-0.9476619300828975,0.5208211723138759,0.9512807063773058,0.0476686639354264,-0.06114083435901788,0.07106637196168207,0.6718023008784713,0.22336069066104888,0.08505802721098306
-0.9476619300828975,0.5208211723138759,0.9512807063773058,0.0476686639354264,-0.06114083435901788,0.07106637196168207,0.6718023008784713,0.22336069066104888,0.08505802721098306
-0.844249861760317,0.3469306526151702,1.2297548385225079,-0.11199674641502376,0.08287284541419954,-0.14037270334980456,0.6328722940535727,0.2845227454461499,0.09714532581396414
-0.844249861760317,0.3469306526151702,1.2297548385225079,-0.11199674641502376,0.08287284541419954,-0.14037270334980456,0.6328722940535727,0.2845227454461499,0.09714532581396414
-0.8893079160235308,0.5754420396009674,1.1869152894253314,-0.1324922555742297,0.05057747052567754,-0.13165949724992068,0.6477128248175141,0.448651578390797,0.1369826055819841
-0.7432982457526764,0.44101792581354143,1.1186307999531675,-0.16010369080797374,-0.07189235292486372,-0.13391618783141995,0.6955489077191339,0.36115825194169415,0.013364086515613997
-0.976041429859458,0.636200758642933,1.0810803874955335,0.06614567079978417,-0.06412845813705714,0.018244029957229707,0.6398248214914418,0.317740600262862,0.09124210825557023
-0.8453553714044155,0.32905802742005535,1.2901080715810809,-0.12922727393502875,0.12922924251638043,-0.1325487178650227,0.6386413096396842,0.27828697325568164,0.20739798519429056
-0.8001829614416408,0.5564856975049783,1.1859400243778457,-0.05187548840700046,-0.0003688275957180187,-0.11189554995329312,0.5686435437780731,0.454335104444575,0.021248381038624725
-0.8001829614416408,0.5564856975049783,1.1859400243778457,-0.05187548840700046,-0.0003688275957180187,-0.11189554995329312,0.5686435437780731,0.454335104444575,0.021248381038624725
-0.7581329518969555,0.5041717791484931,1.11589531701153,-0.17310827789633215,0.11977169579260205,-0.022215384027103463,0.6133624543544496,0.21872512203240332,0.09006213134478064
-0.743338100188199,0.35853328161621684,1.2385448767896328,-0.10318344337413282,0.059504536225203165,-0.17274729942358502,0.5378510642896006,0.27186356789440463,0.1745753288788804
-0.9882435057628639,0.3975453017981234,1.2215194959323896,-0.20764044573792007,0.12048768912886042,-0.1240371817363144,0.5802692325702562,0.2649416142434739,0.15812641860431204
-0.9882435057628639,0.3975453017981234,1.2215194959323896,-0.20764044573792007,0.12048768912886042,-0.1240371817363144,0.5802692325702562,0.2649416142434739,0.15812641860431204
-0.7151408962700283,0.41473620389164967,1.066030392694352,-0.03465547099623148,-0.10644288542588719,8.1742132183385e-06,0.7012101157879858,0.15671393488467683,0.03543664762048106
-0.7186157576818683,0.5812896243271775,1.1473129414911125,-0.16316646337494795,0.01944966920730319,-0.034807187595265104,0.6643712139978327,0.39185508091867405,0.08521688997502644
-0.7616678531468742,0.3973637164180808,1.2949049146547722,-0.18761842931976547,-0.0038006183280529238,-0.2567358306815264,0.5243630711012411,0.3209073373707779,0.15546827549714134
-0.8711513252578795,0.43914551965909054,1.0763240141032844,-0.12478994776623265,0.06643332113160427,0.0752816400138488,0.711183191547405,0.1356866993746158,0.13933064362431366
-0.9063892800501562,0.3626013533186699,1.120931440711642,-0.05838011274358161,-0.051940502257280516,-0.06928464950860856,0.5844155951799842,0.355262705204741,0.2679957396641791
-0.9063892800501562,0.3626013533186699,1.120931440711642,-0.05838011274358161,-0.051940502257280516,-0.06928464950860856,0.5844155951799842,0.355262705204741,0.2679957396641791
-0.9063892800501562,0.3626013533186699,1.120931440711642,-0.05838011274358161,-0.051940502257280516,-0.06928464950860856,0.5844155951799842,0.355262705204741,0.2679957396641791
-0.7214586343161062,0.49749596366731613,1.251909249457991,-0.1069903034292734,0.08643336096196737,-0.057634942635423986,0.6659202312443924,0.31897912566534947,0.14293737893894826
-0.7214586343161062,0.49749596366731613,1.251909249457991,-0.1069903034292734,0.08643336096196737,-0.057634942635423986,0.6659202312443924,0.31897912566534947,0.14293737893894826
-0.9132695936114686,0.39784473210364873,1.2839109475592674,-0.2637558980253775,0.018668085007493923,-0.28994640205745686,0.4995247335715184,0.3167594006552785,0.15181745300600383
-0.9119774292008335,0.2965401381051896,1.1028351380013184,-0.11856956231072127,0.09658636064977727,-0.0019515641950089702,0.679607693616776,0.24025721306371503,0.2252237640680853
-0.9119774292008335,0.2965401381051896,1.1028351380013184,-0.11856956231072127,0.09658636064977727,-0.0019515641950089702,0.679607693616776,0.24025721306371503,0.2252237640680853
-0.6733324217044185,0.27379816292644515,1.226644405997733,-0.09303514905935645,0.05849400711508168,-0.16803073142339547,0.6347831532724748,0.16679073685025125,0.4106971511456249
-0.9202708306394056,0.3607583108483097,1.010197572104912,-0.25611290468032105,-0.03507155676452084,-0.08460245505846128,0.6878925759712193,0.10012968528395688,0.13293861618514635
-0.857705938258489,0.39938935225320227,1.0272935838873725,0.08913268834155656,-0.0834415961711581,0.016748668737493817,0.7146114785320501,0.2424220912807844,0.1666627618311636
-0.9691498527718687,0.44448539957964095,0.9773881818017243,-0.15088708485510943,-0.0007072777694424881,-0.022899022189448892,0.6112507913525216,0.21157537613377314,0.09247936545939785
-0.9691498527718687,0.44448539957964095,0.9773881818017243,-0.15088708485510943,-0.0007072777694424881,-0.022899022189448892,0.6112507913525216,0.21157537613377314,0.09247936545939785
-0.9691498527718687,0.44448539957964095,0.9773881818017243,-0.15088708485510943,-0.0007072777694424881,-0.022899022189448892,0.6112507913525216,0.21157537613377314,0.09247936545939785
-0.8098861269338252,0.39713570449849994,1.2247924809342439,-0.027670866606475386,0.14999453412262223,-0.09865095095424176,0.597282584138075,0.19893407079711337,0.13586361254153034
-0.8098861269338252,0.39713570449849994,1.2247924809342439,-0.027670866606475386,0.14999453412262223,-0.09865095095424176,0.597282584138075,0.19893407079711337,0.13586361254153034
-0.8098861269338252,0.39713570449849994,1.2247924809342439,-0.027670866606475386,0.14999453412262223,-0.09865095095424176,0.597282584138075,0.19893407079711337,0.13586361254153034
-0.8413560262804294,0.3237779509405259,1.1920430897022927,-0.10689553063748958,0.22258893734469204,-0.13699042978178122,0.5208445004642004,0.36846367362817545,0.15510641157802352
-0.8413560262804294,0.3237779509405259,1.1920430897022927,-0.10689553063748958,0.22258893734469204,-0.13699042978178122,0.5208445004642004,0.36846367362817545,0.15510641157802352
-0.8413560262804294,0.3237779509405259,1.1920430897022927,-0.10689553063748958,0.22258893734469204,-0.13699042978178122,0.5208445004642004,0.36846367362817545,0.15510641157802352
-0.8413560262804294,0.3237779509405259,1.1920430897022927,-0.10689553063748958,0.22258893734469204,-0.13699042978178122,0.5208445004642004,0.36846367362817545,0.15510641157802352
-0.8243578313176503,0.35562489156729266,1.1867005355036269,-0.1763212261651102,0.14344776225794545,-0.10659048073820028,0.6372385199956111,0.2228462522595283,0.11164456663083488
-0.8463136710415253,0.3762857093962827,1.3454421825565266,-0.05768287122515184,0.21669799379850302,-0.1300866447229721,0.6205124480618043,0.3265168413262358,0.26186847875107755
-0.8463136710415253,0.3762857093962827,1.3454421825565266,-0.05768287122515184,0.21669799379850302,-0.1300866447229721,0.6205124480618043,0.3265168413262358,0.26186847875107755
-0.8638496791094036,0.3796180575384608,1.204233232386282,-0.04775186812900056,0.11802249221998501,0.004396455002833886,0.6538308641055895,0.16314930449210083,0.1074853613917632
-0.8638496791094036,0.3796180575384608,1.204233232386282,-0.04775186812900056,0.11802249221998501,0.004396455002833886,0.6538308641055895,0.16314930449210083,0.1074853613917632
-0.8638496791094036,0.3796180575384608,1.204233232386282,-0.04775186812900056,0.11802249221998501,0.004396455002833886,0.6538308641055895,0.16314930449210083,0.1074853613917632
-0.7758468701419832,0.4094398009596335,1.126828169784297,-0.04010340291397735,-0.0020875654922353493,-0.08758521155768505,0.5631303169221574,0.393834132305795,0.2529841629473678
-0.9230088207887353,0.644414610229745,1.356878788611093,-0.1747255997931193,0.14045807717971148,-0.13464329350062273,0.6338924708192127,0.2205761156130065,-0.0018069434306429155
-0.9970022400890055,0.421566272452891,1.3321778281994991,-0.07129502221865663,0.060168773718715804,-0.13493060615661817,0.6010131163294312,0.2871364032745277,0.009728745612913463
-0.9764049917591099,0.5008965271434457,1.1408035888833037,-0.10925132348719892,0.09578039518005073,-0.04071423757126394,0.5408309156987765,0.4801780746677843,0.04457836863900223
-0.5546322918847868,0.4965473876379313,1.2998245737246414,-0.11610177454040425,0.15650022348878234,-0.16742030060006127,0.48006813861605024,0.2668254696178664,0.11701026750464771
-0.9472830912137888,0.5416809222560929,1.1869293721822614,-0.1411549450147921,0.13249059173302377,-0.09610578066092668,0.41531482782823526,0.3399663981064636,-0.01260669273668534
-0.9620606269889657,0.2980009394260184,1.18047572128189,0.05159256152034601,0.09191220789197116,-0.0118336235113142,0.4830709955529103,0.2077913196575544,0.07133049243831564
-0.7917106110045966,0.49782109986328554,1.091349240721078,-0.2019985501498755,0.08887860469739421,-0.029993984218486768,0.5339162575115445,0.13973340259175615,0.12388447470984336
-0.7917106110045966,0.49782109986328554,1.091349240721078,-0.2019985501498755,0.08887860469739421,-0.029993984218486768,0.5339162575115445,0.13973340259175615,0.12388447470984336
-0.7917106110045966,0.49782109986328554,1.091349240721078,-0.2019985501498755,0.08887860469739421,-0.029993984218486768,0.5339162575115445,0.13973340259175615,0.12388447470984336
-0.8486972572099029,0.5317120902455452,1.1885753497369473,-0.023941381177750992,0.008836720669035875,-0.09700704188142505,0.4810060452698368,0.3719058129404949,-0.05155860378875582
-0.8486972572099029,0.5317120902455452,1.1885753497369473,-0.023941381177750992,0.008836720669035875,-0.09700704188142505,0.4810060452698368,0.3719058129404949,-0.05155860378875582
-1.0513528514823474,0.48882317658738245,1.24213008663228,-0.10475636176646098,0.18808627947536108,-0.022540668560270566,0.5239646952870483,0.209138376127201,0.005102684094784211
-0.7530761709247831,0.4124149218705775,1.292635413845488,-0.09850248920901888,0.13224502236360608,-0.17834411156917984,0.4573818073644941,0.4883035141264403,0.13204219572540438
-0.7530761709247831,0.4124149218705775,1.292635413845488,-0.09850248920901888,0.13224502236360608,-0.17834411156917984,0.4573818073644941,0.4883035141264403,0.13204219572540438
-0.7530761709247831,0.4124149218705775,1.292635413845488,-0.09850248920901888,0.13224502236360608,-0.17834411156917984,0.4573818073644941,0.4883035141264403,0.13204219572540438
-0.9858627243593439,0.4068595737956283,1.0807992869584961,-0.16885935779345806,0.18955531971200795,-0.03653933764552669,0.42286897671814055,0.3650002742456322,0.04845822601733363
-0.6285693765159112,0.35521629370753816,0.920868767982718,0.17272940461771982,-0.012693331297966605,0.0986158745624495,0.541427524677333,0.324749448389926,0.23069913103840708
-0.6285693765159112,0.35521629370753816,0.920868767982718,0.17272940461771982,-0.012693331297966605,0.0986158745624495,0.541427524677333,0.324749448389926,0.23069913103840708
-0.8264852324260334,0.3203543677731442,1.0081257269457153,-0.12518190077814165,0.20680227100506246,0.10578935530943528,0.5605398823697295,0.2244595692269563,0.21450160610960603
-0.9052850381462982,0.27978174264175604,1.1215782781134696,0.07983943892136704,0.03363831125125699,-0.09219419756871038,0.4272439932900999,0.4293548438601419,0.4576152945274484
-0.9052850381462982,0.27978174264175604,1.1215782781134696,0.07983943892136704,0.03363831125125699,-0.09219419756871038,0.4272439932900999,0.4293548438601419,0.4576152945274484
-0.7689169068686332,0.2802422437281444,1.0899111045170435,-0.26613520546650477,0.21128028468267024,0.011027036496436687,0.6075495137311016,0.3159527315046108,0.2602784566233799
-0.7054431328843759,0.26071671770662364,1.1448456077827793,-0.006364388704192796,0.009043074139125917,0.020016984897651524,0.7051909443219341,0.3252407330971677,0.16690979998153643
-0.9435570999838675,0.55804432285201,1.0208165321575549,-0.10169901757884918,0.14084427541020592,0.07988574419981895,0.5243832764530977,0.09874445573577328,0.2485400236197126
-0.7585779089743948,0.16304748091181612,1.1489075435846623,-0.040589338667252645,0.039795012304195375,-0.09692121309033985,0.4942345710927868,0.271168775838729,0.12906406086223127
-0.7585779089743948,0.16304748091181612,1.1489075435846623,-0.040589338667252645,0.039795012304195375,-0.09692121309033985,0.4942345710927868,0.271168775838729,0.12906406086223127
-0.9092681301186889,0.5020348768225378,0.9415570923833854,-0.13784534504838752,0.12546018661285868,0.10123150166610957,0.5219593610471882,0.2665593107115038,0.22121217818317943
-0.9092681301186889,0.5020348768225378,0.9415570923833854,-0.13784534504838752,0.12546018661285868,0.10123150166610957,0.5219593610471882,0.2665593107115038,0.22121217818317943
-0.7854276452047142,0.3031407325909786,1.1279168084747155,-0.012596123156535577,-0.11271822135267427,-0.07991636973135256,0.5627610416057753,0.24598793932095792,0.0704586652864142
-0.9301861671692582,0.5805743905120068,1.0472307015694367,-0.08403800155845023,0.1211609941601437,0.13452532147479107,0.6013758076200234,0.27626678555454315,0.07149369291120601
-0.9301861671692582,0.5805743905120068,1.0472307015694367,-0.08403800155845023,0.1211609941601437,0.13452532147479107,0.6013758076200234,0.27626678555454315,0.07149369291120601
-0.8399871977292648,0.441271485177477,1.3227033686908451,0.017039875224667614,-0.03084989344367313,-0.14048069381875466,0.5420087708540308,0.31068228056935365,-0.03676150778857597
