y,Intercept,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount
0,1,1.160274157537684,-0.707712074796998,0.6576075884680479,-1.058070732264704,-0.11589963768639075,0.0427067257693331,0.21727341128162184,-0.10776600997141254,0.10465981637314156,0.958834111957782,-0.15663487165157652,0.07813828768145069,-2.095333742621549,1.0432788062604421,0.34417212390698165,1.8448961030399857,0.40616523398825194,-0.15665408628280886,0.7477314192204568,-0.277108052848432,-0.12697778898420578,-0.5736216552990038,0.11342455295825582,-0.04827035538635989,0.14342017081186037,-1.2585499777287363,-0.23440533371385963,-0.0723940496167583,0.8251843615310093
0,1,-0.33498733398322,-0.9222848515431006,1.5076756622259844,-1.4425098039640782,-0.6007684322360795,1.5311757506540957,1.438375848544156,-0.11896315909691367,0.06650061618237586,0.33577441695900495,-0.28165664497484816,0.4002265288662189,-0.48298521576450565,0.36301486802773913,-1.442651107596864,1.3663246016957122,0.516763311023783,-0.32276568873046607,0.22309744413247806,-0.009637027053024893,-0.04091156553576907,0.28266405082626256,0.17867584114990243,-0.40193029431464894,0.5702456927010202,-0.7050816025508689,-0.026879616667288726,-0.17546616268856596,0.7166627169811626
0,1,-0.11669153494298208,-0.8119512083619399,0.6202715986848463,-2.9936451497855114,1.484355716809377,1.931178202189147,0.24201990787746713,0.003982890255515531,-0.6450082496162102,1.1159751333084083,-0.8501492010670951,-0.02715606345928275,0.3641622074940724,0.5011525793947336,0.15295597826193666,0.3620470089608414,0.321801263278391,0.599120935786008,-0.4185892117947038,-0.4381440071096833,-0.15348682457534274,-0.2682573218924398,-0.43151646524111686,2.2307559122475964,0.9448827014150114,-0.5120561766536212,-0.45501639628520824,-0.522839335332266,1.5719116466664305
0,1,-0.03183499178953745,-0.4302226299963745,1.2352188264458137,-0.5718696852024059,0.0472510181663863,1.356150769158689,0.2197005684058983,0.13738134882836603,1.0659485081564826,0.25340703034621853,-1.3505890742019682,0.981239854093877,-0.641535399525686,0.5215675940291076,-1.6581750459651703,0.4136557183132153,0.4169348629316505,0.6202573890676917,0.5375019844202472,-0.345742407338276,-0.015332758909006707,0.5845340268973184,-0.12501866699686817,-1.9408854979733092,-0.4087291227996235,1.4329255601937603,-0.28196029387181215,-0.19343058400879504,0.17981749006178183
0,1,-0.45049090666439395,-0.33100464875240315,0.34471950782373867,8.035252459216285e-4,-0.14273814128631934,0.3298667163597384,0.17165251732297193,0.1770809878910642,0.4556657945858521,0.4043593144617698,-1.5279399600389982,0.8485006400303031,-0.4194113928563535,1.3070794313054772,0.5082417494492906,0.012820650196308351,0.9898310789841547,0.010935591825568785,1.1194105620547814,-0.9718412067933125,-0.014763670724333329,0.5509537086098258,0.48616035859163387,0.4054372449585121,-1.9978635146462618,0.9685379994519987,-0.4357762357383541,-1.0682895604074627,0.25317831944896185
0,1,0.6363136547564383,-0.9336335097650351,1.0715393277916416,-0.47991138187542626,-0.21390679870915147,0.6028972817806297,0.23659623785262665,-0.0402442592343269,1.284579817592948,0.41705808815582074,-0.07500029348399079,1.0623413109464905,-1.6911484291305898,0.7464721461135164,-0.604183758386085,0.337392517653838,0.5284718182186035,0.021067049328880656,0.10127958161327767,-0.0101037787181907,-0.09369765189176757,-0.34444365878512284,-0.03030624031630249,0.6109687872289891,-0.30106769380250237,1.877691904281403,-0.2970596226619093,-3.9358983797840115e-4,-1.4464534221853866
0,1,0.23004280023529233,-1.2988179314421324,0.22689353581824107,-0.4456027396275766,-0.05315352732908272,0.32674492144247697,0.773095086664924,-0.15171823673630336,0.5591853005654402,0.4162820603915082,0.031239097986868598,1.1264539661560455,-0.9010162577275507,1.178452593416325,-0.1759879529774039,0.2673445094030132,0.4648607569613792,-0.010246208718155542,-0.025605132590115355,0.9000463221157154,0.042940210996573254,-0.24587731867192472,-0.5213138738351176,0.34885191487434175,0.20002045867238313,2.1350357928521793,-0.44466591592287125,0.11451273846077793,-0.024430930868883764
0,1,-0.642895573360269,0.36670849624063145,0.14578991819123457,-1.5487902722492395,-0.057425979011613414,0.11678448052783635,0.21896258223971796,0.30489918644461406,0.514967365592744,0.4786878762162568,-1.7335266777318816,1.2118734580230368,1.0070215512869527,1.2895399681453277,0.5750681373109249,0.9928873678659705,0.3900661334886362,-0.06781126645605752,-0.8789489144451842,-0.07139821381720524,-0.07006969260486724,-0.21511314256582895,0.07422136602411479,-1.11533346056599,-0.03536965824659549,1.727346632790091,-0.31872710173662894,0.29554877951813346,-1.3282342472000344
0,1,-0.18681083026717885,-0.6964820659778509,0.8591379637358153,-2.293401703020604,1.0621520570303071,0.35736587832145367,0.7235547736223082,-0.1785544476393817,-0.36172171456084873,0.5770896436238695,-0.5125608192501299,0.46177762982131254,1.3672157437600874,0.5219834402477486,-0.8862928174800968,1.719056007284285,0.15354307808140844,0.03284627452861024,0.331663887879852,0.4339345152319099,0.09200037610655497,0.9776973213083802,-0.49966222413877087,-0.38956362984917403,2.0164048981088354,0.23330466762737326,-0.48771615165609794,-0.5422210876330426,1.1185797146755971
0,1,1.7413992545073107,-0.6051137623547161,0.05139880651731262,-0.570841940007803,0.23497594134671382,0.2304906734267756,0.41864969139409375,-0.13859078898343385,1.0844980517858955,0.5400494751840755,-0.25649123827445514,1.660266192920409,-0.19495006916601446,0.8714148899687176,-1.0780174019958684,0.20735170024194668,0.3139289750775473,0.33278440254578145,0.33707227323852557,-0.4250119918119909,-0.02888622783553715,0.5315133646691614,0.0431409889611111,1.823885080663479,0.16965187029409629,0.3308926243006397,-0.2635349509219848,-0.2379659202384468,-0.7213435486457799
0,1,-0.27897786575072925,-0.7749435475851058,2.618647822976395,-0.3904597173884341,0.03763152299720062,1.1743183344110866,0.2136248201330133,0.005382058738873372,0.18809839354786612,0.6934238594226954,-0.6796298418707823,0.8955434112215441,-0.06956870932926917,0.3684653399281475,-1.3123541608381242,-0.32826711831164357,0.5026366128867149,2.2657701724653023,0.27491323862713934,-0.6809385021517892,-0.21166257369432792,-0.21396151844746786,0.2225135751866115,1.4310599548140213,0.5405813773759008,-1.0026710827013554,-0.07833756236237188,0.09395360097458062,0.2388456834141118
0,1,1.5939758595838673,-0.8321079934050938,0.39938723885639527,-0.8063370071373258,-0.1395342404771235,0.08484340013083913,0.26244176025291593,-0.1515501146394876,1.9132995076036863,0.3156152364196463,-1.2430049543340593,2.0946752677835025,1.363996646221394,0.38037248326748063,-0.5288607800841326,0.23940033781298015,0.39135749081075816,-0.13263187935669757,0.4244742097050042,-0.1513356513871684,-0.14972728881811903,-0.3045192728040695,0.2569231922244873,0.3344247220614155,-0.9196080164950691,0.8600113556681322,-0.2453497971052782,-0.15461849946174502,-0.3786189860511592
0,1,-0.3383058471968539,0.12524230483247092,0.8053513487256512,-0.09001736494947611,0.1350625755571826,0.5192879731765603,0.41826101748141264,0.05417925222677742,1.5693561566099645,0.5823355882626872,-0.8733981759007939,-0.42204813982516465,0.2526568761130137,2.3794554294638757,-0.38235205834564046,-0.016764466218227136,1.052260838193855,0.20852382716258241,0.37792834983735724,-0.13144918079305506,-0.1687294003744206,-0.14380622039946828,-0.048925103339786974,-0.5614007415663427,-0.1077448019518204,-0.6097999439432593,-0.14206817708755942,-0.17648225083811805,-0.6394610434577352
0,1,0.19308493354881354,-0.18838210121507307,0.4423074850857399,-0.7857882668002406,0.47494782679069614,-0.02164594964533074,0.8230733181386228,-0.14201154475084568,0.6821672864741927,0.4388134607690204,-1.6126768624905183,0.06513124952613307,-1.9841514070570654,1.2868441547344351,1.2850491283190912,0.16069483896260556,0.33175658102803945,0.7558357414711181,0.3067974803461237,-0.2648939944674378,0.04257467883059566,1.0068539331107946,-0.19452765213045028,1.566277116546603,-0.8005742455480123,-1.054880553387287,0.39445417640508057,0.6366348787538126,-0.46661186563231905
0,1,-0.971457869123047,-2.0548481933815177,-0.04850421751873013,-0.2832844163417538,0.3476768694019795,0.25403026480212215,0.8529707859036104,-0.024421710801737856,0.5084918781720331,0.18678429516455372,-1.9846066687876105,1.2406860195013825,1.8896818493627958,0.9328474791490905,0.6841759304809982,0.8108617670868143,0.26915207450692974,0.4896875541615836,0.4369465657134225,-0.7648552763295466,-0.12401517047934797,0.1038412068976787,0.12206757827206557,0.48363168194011374,0.2281486918144338,-0.5959012953574981,0.8767312408774028,-3.2380665555934245,-0.1673910175858267
